database_id,scale_factor,query_id,start,shuffled_mb,cpu_time,data_scanned
3,1,11,582428,1.628,30,22.803
4,2,13,583387,36.251,2687,96.287
7,5,20,583580,4.041,209,13.55
10,13,8,584558,4.088,4627,199.866
8,7,2,585257,0.948,608,3.55
8,7,6,586420,0.0,64,27.436
8,7,16,586517,56.402,911,161.991
2,1,16,586820,8.057,130,23.142
8,7,2,587008,0.948,608,3.55
8,7,3,588038,1.602,1590,914.741
4,2,9,588608,2.389,1014,91.405
8,7,12,588647,0.0,260,29.842
4,2,19,588825,4.921,224,17.402
5,3,6,588929,0.0,27,11.758
8,7,13,589402,126.878,9404,337.005
15,59,4,591912,0.001,14433,955.709
4,2,2,592849,0.271,174,1.014
3,1,18,593374,0.006,957,233.757
8,7,21,594365,0.402,4716,915.321
4,2,16,594948,16.115,260,46.283
8,7,11,595152,11.395,207,159.622
10,13,22,595732,26.711,984,281.461
8,7,21,596185,0.402,4716,915.321
15,59,16,596735,475.391,7680,1365.351
8,7,11,596901,11.395,207,159.622
5,3,14,597013,5.138,73,38.296
8,7,6,597942,0.0,64,27.436
8,7,6,600090,0.0,64,27.436
16,85,5,600186,81.726,25415,3573.429
3,1,2,600611,0.135,87,0.507
8,7,15,600890,41.224,298,95.747
11,17,21,601664,0.977,11453,2222.922
8,7,8,601678,2.201,2492,107.62
8,7,5,601877,7.471,1652,209.123
15,59,19,603430,145.156,6620,513.352
8,7,7,603847,4.006,1004,271.691
8,7,11,604026,11.395,207,159.622
9,10,3,604721,2.288,2271,1306.773
8,7,19,604942,17.222,785,60.906
8,7,6,605354,0.0,64,27.436
3,1,8,605695,0.314,356,15.374
8,7,9,605815,8.361,3550,319.919
8,7,15,607377,41.224,298,95.747
8,7,13,607904,126.878,9404,337.005
8,7,17,608008,0.236,1186,2.432
5,3,16,609859,24.172,391,69.425
13,31,22,609895,63.696,2347,671.176
5,3,22,610023,6.164,227,64.952
15,59,18,611099,0.331,56487,13791.687
3,1,13,611777,18.125,1343,48.144
4,2,16,613286,16.115,260,46.283
4,2,17,613420,0.067,339,0.695
5,3,19,613472,7.381,337,26.103
8,7,1,613685,0.0,5574,2132.529
5,3,12,613822,0.0,112,12.789
3,1,22,613829,2.055,76,21.651
8,7,9,614046,8.361,3550,319.919
3,1,14,615040,1.713,24,12.765
8,7,9,615524,8.361,3550,319.919
8,7,16,615992,56.402,911,161.991
3,1,19,616110,2.46,112,8.701
8,7,10,618787,75.715,2106,308.554
4,2,11,619246,3.256,59,45.606
8,7,21,619912,0.402,4716,915.321
4,2,17,620422,0.067,339,0.695
8,7,8,621582,2.201,2492,107.62
8,7,12,621893,0.0,260,29.842
2,1,22,622189,2.055,76,21.651
5,3,3,622733,0.687,681,392.032
3,1,11,622924,1.628,30,22.803
15,59,7,623270,33.768,8473,2289.97
7,5,17,623878,0.169,847,1.737
4,2,11,624207,3.256,59,45.606
8,7,8,624272,2.201,2492,107.62
4,2,1,625406,0.0,1593,609.294
13,31,1,625534,0.002,24684,9444.055
4,2,21,626433,0.115,1347,261.52
3,1,11,627795,1.628,30,22.803
16,85,11,627849,124.906,1797,1776.176
2,1,9,628105,1.194,507,45.703
9,10,17,628189,0.337,1695,3.474
8,7,21,628383,0.402,4716,915.321
8,7,13,628702,126.878,9404,337.005
8,7,4,629462,0.0,1712,113.389
8,7,16,629798,56.402,911,161.991
8,7,8,630162,2.201,2492,107.62
3,1,14,630392,1.713,24,12.765
4,2,13,631179,36.251,2687,96.287
8,7,18,631824,0.039,6702,1636.302
5,3,19,631829,7.381,337,26.103
5,3,9,632335,3.583,1521,137.108
3,1,7,632375,0.572,144,38.813
8,7,14,632476,11.989,170,89.356
8,7,18,632535,0.039,6702,1636.302
8,7,10,635659,75.715,2106,308.554
4,2,10,636240,21.633,602,88.158
8,7,22,636643,14.383,530,151.556
4,2,2,636889,0.271,174,1.014
13,31,5,637364,33.085,7314,926.118
19,356,2,640223,48.341,35924,251.916
4,2,20,641788,1.616,84,5.42
3,1,10,641827,10.816,301,44.079
15,59,15,643758,347.462,2513,807.007
4,2,2,644679,0.271,174,1.014
2,1,6,645870,0.0,9,3.919
3,1,6,645932,0.0,9,3.919
3,1,16,645942,8.057,130,23.142
3,1,9,646790,1.194,507,45.703
15,59,8,647590,18.552,21000,907.084
8,7,5,648628,7.471,1652,209.123
8,7,1,648808,0.0,5574,2132.529
8,7,17,648882,0.236,1186,2.432
8,7,4,649010,0.0,1712,113.389
4,2,21,649479,0.115,1347,261.52
11,17,3,650098,3.89,3861,2221.514
3,1,9,650510,1.194,507,45.703
4,2,18,650599,0.011,1915,467.515
8,7,21,651111,0.402,4716,915.321
13,31,9,651806,37.027,15721,1416.785
8,7,9,652102,8.361,3550,319.919
8,7,5,652125,7.471,1652,209.123
8,7,12,652640,0.0,260,29.842
8,7,17,653708,0.236,1186,2.432
8,7,19,654167,17.222,785,60.906
7,5,19,654217,12.301,561,43.504
16,85,21,654332,4.891,87707,18467.643
8,7,6,655599,0.0,64,27.436
5,3,18,655890,0.017,2872,701.272
3,1,5,656378,1.067,236,29.875
4,2,12,656477,0.0,74,8.526
19,356,15,656702,1404.269,105868,4238.508
8,7,1,657006,0.0,5574,2132.529
8,7,20,657455,5.657,293,18.97
4,2,3,657621,0.458,454,261.355
3,1,14,658349,1.713,24,12.765
8,7,13,658712,126.878,9404,337.005
8,7,17,660136,0.236,1186,2.432
3,1,2,660845,0.135,87,0.507
3,1,21,662433,0.057,674,130.76
8,7,10,663261,75.715,2106,308.554
15,59,5,663384,62.969,13920,1762.612
8,7,5,663740,7.471,1652,209.123
8,7,20,664014,5.657,293,18.97
8,7,22,664053,14.383,530,151.556
8,7,15,665158,41.224,298,95.747
8,7,7,665159,4.006,1004,271.691
8,7,9,665169,8.361,3550,319.919
8,7,2,666155,0.948,608,3.55
8,7,19,667126,17.222,785,60.906
8,7,8,667363,2.201,2492,107.62
4,2,21,667400,0.115,1347,261.52
3,1,11,668832,1.628,30,22.803
3,1,9,669212,1.194,507,45.703
3,1,6,670153,0.0,9,3.919
3,1,17,671722,0.034,169,0.347
15,59,9,672808,70.471,29920,2696.462
4,2,21,673310,0.115,1347,261.52
8,7,9,673789,8.361,3550,319.919
8,7,8,675955,2.201,2492,107.62
13,31,17,676263,1.046,5254,10.77
4,2,17,678583,0.067,339,0.695
3,1,7,679741,0.572,144,38.813
8,7,6,680632,0.0,64,27.436
19,356,4,680637,0.001,434247,36691.398
15,59,22,680861,121.228,4467,1277.399
8,7,20,684042,5.657,293,18.97
8,7,20,684183,5.657,293,18.97
13,31,19,685116,76.268,3478,269.727
7,5,2,685211,0.677,434,2.536
5,3,9,686085,3.583,1521,137.108
4,2,17,686695,0.067,339,0.695
15,59,21,687057,3.392,39750,7714.847
5,3,19,687539,7.381,337,26.103
8,7,5,687602,7.471,1652,209.123
3,1,21,688595,0.057,674,130.76
5,3,13,688962,54.376,4030,144.431
3,1,7,689309,0.572,144,38.813
4,2,17,690142,0.067,339,0.695
8,7,14,691174,11.989,170,89.356
4,2,7,692089,1.145,287,77.626
4,2,3,692519,0.458,454,261.355
8,7,22,692714,14.383,530,151.556
19,356,3,693622,81.448,153445,41688.428
8,7,13,694130,126.878,9404,337.005
8,7,8,695102,2.201,2492,107.62
4,2,10,695414,21.633,602,88.158
3,1,19,695774,2.46,112,8.701
3,1,19,697245,2.46,112,8.701
8,7,8,697923,2.201,2492,107.62
8,7,9,698653,8.361,3550,319.919
8,7,9,700128,8.361,3550,319.919
11,17,21,700628,0.977,11453,2222.922
5,3,2,701197,0.406,261,1.522
13,31,3,701415,7.094,7041,4050.997
3,1,6,701654,0.0,9,3.919
4,2,2,701971,0.271,174,1.014
3,1,17,702253,0.034,169,0.347
4,2,19,702303,4.921,224,17.402
2,1,22,702426,2.055,76,21.651
8,7,20,704464,5.657,293,18.97
5,3,21,705327,0.172,2021,392.28
8,7,22,706711,14.383,530,151.556
8,7,18,707708,0.039,6702,1636.302
3,1,10,709103,10.816,301,44.079
8,7,9,709749,8.361,3550,319.919
8,7,13,710266,126.878,9404,337.005
8,7,9,710271,8.361,3550,319.919
16,85,17,710315,2.856,27792,56.264
3,1,12,711625,0.0,37,4.263
3,1,22,711816,2.055,76,21.651
3,1,2,714779,0.135,87,0.507
15,59,12,715871,0.0,2195,251.523
3,1,4,718690,0.0,245,16.198
9,10,19,720313,24.603,1122,87.009
10,13,15,720353,76.559,554,177.815
4,2,6,721304,0.0,18,7.839
13,31,3,722272,7.094,7041,4050.997
4,2,5,722396,2.135,472,59.75
4,2,11,722634,3.256,59,45.606
13,31,14,723169,53.095,751,395.721
4,2,12,723334,0.0,74,8.526
8,7,7,723367,4.006,1004,271.691
8,7,17,724407,0.236,1186,2.432
8,7,3,724729,1.602,1590,914.741
3,1,18,724989,0.006,957,233.757
2,1,4,725229,0.0,245,16.198
8,7,21,725603,0.402,4716,915.321
4,2,21,726053,0.115,1347,261.52
4,2,8,726418,0.629,712,30.749
13,31,3,726767,7.094,7041,4050.997
4,2,22,726801,4.109,151,43.302
8,7,13,726973,126.878,9404,337.005
8,7,20,727151,5.657,293,18.97
8,7,18,728513,0.039,6702,1636.302
13,31,9,728722,37.027,15721,1416.785
5,3,1,728761,0.0,2389,913.941
5,3,20,728883,2.424,126,8.13
8,7,6,728932,0.0,64,27.436
5,3,20,729916,2.424,126,8.13
15,59,7,730548,33.768,8473,2289.97
3,1,3,731114,0.229,227,130.677
8,7,15,731480,41.224,298,95.747
8,7,19,731553,17.222,785,60.906
8,7,16,732187,56.402,911,161.991
8,7,12,732968,0.0,260,29.842
8,7,17,733013,0.236,1186,2.432
3,1,14,735021,1.713,24,12.765
8,7,7,735135,4.006,1004,271.691
8,7,9,735219,8.361,3550,319.919
8,7,19,735605,17.222,785,60.906
4,2,6,735651,0.0,18,7.839
8,7,7,736072,4.006,1004,271.691
8,7,13,736148,126.878,9404,337.005
8,7,7,737370,4.006,1004,271.691
3,1,13,737517,18.125,1343,48.144
8,7,15,737861,41.224,298,95.747
8,7,15,738006,41.224,298,95.747
13,31,20,738757,25.053,1298,84.011
4,2,9,738963,2.389,1014,91.405
8,7,1,739163,0.0,5574,2132.529
8,7,16,740305,56.402,911,161.991
8,7,2,740359,0.948,608,3.55
3,1,8,740412,0.314,356,15.374
8,7,3,740605,1.602,1590,914.741
8,7,22,740771,14.383,530,151.556
4,2,21,741523,0.115,1347,261.52
8,7,12,741779,0.0,260,29.842
8,7,11,742234,11.395,207,159.622
8,7,7,742774,4.006,1004,271.691
8,7,5,743060,7.471,1652,209.123
10,13,11,744183,21.162,385,296.441
5,3,1,744283,0.0,2389,913.941
15,59,1,744351,0.003,46980,17974.17
4,2,15,744649,11.778,85,27.356
8,7,16,744895,56.402,911,161.991
5,3,22,745430,6.164,227,64.952
8,7,1,745460,0.0,5574,2132.529
8,7,3,745605,1.602,1590,914.741
19,356,22,746013,869.893,109288,7637.105
4,2,4,747807,0.0,489,32.397
3,1,8,748067,0.314,356,15.374
3,1,18,751079,0.006,957,233.757
11,17,17,754488,0.574,2881,5.906
16,85,9,754546,101.538,53487,3834.555
15,59,20,756159,47.681,2470,159.892
13,31,22,756855,63.696,2347,671.176
8,7,1,757190,0.0,5574,2132.529
13,31,20,757473,25.053,1298,84.011
8,7,10,758598,75.715,2106,308.554
8,7,10,758709,75.715,2106,308.554
8,7,13,759007,126.878,9404,337.005
3,1,8,759411,0.314,356,15.374
18,202,1,759790,0.003,191920,61539.921
3,1,3,760212,0.229,227,130.677
4,2,4,760357,0.0,489,32.397
11,17,1,760798,0.001,13537,5178.998
8,7,10,761551,75.715,2106,308.554
8,7,5,761765,7.471,1652,209.123
8,7,9,762184,8.361,3550,319.919
13,31,13,762326,561.887,41645,1492.451
16,85,7,763876,48.66,22433,6194.08
15,59,9,764101,70.471,29920,2696.462
8,7,1,764528,0.0,5574,2132.529
5,3,8,764694,0.943,1068,46.123
8,7,7,764936,4.006,1004,271.691
5,3,9,765659,3.583,1521,137.108
2,1,15,766250,5.889,43,13.678
8,7,19,766931,17.222,785,60.906
4,2,9,767342,2.389,1014,91.405
3,1,12,767384,0.0,37,4.263
9,10,15,767397,58.892,426,136.781
8,7,3,767430,1.602,1590,914.741
4,2,9,768318,2.389,1014,91.405
5,3,18,770360,0.017,2872,701.272
15,59,20,770813,47.681,2470,159.892
8,7,20,772019,5.657,293,18.97
8,7,18,773088,0.039,6702,1636.302
19,356,17,773140,42.174,229128,285.369
5,3,1,773380,0.0,2389,913.941
3,1,9,775881,1.194,507,45.703
19,356,10,779798,4020.453,232325,30190.71
3,1,20,781186,0.808,42,2.71
4,2,4,781332,0.0,489,32.397
4,2,14,782310,3.425,48,25.53
4,2,11,783291,3.256,59,45.606
4,2,21,783877,0.115,1347,261.52
4,2,16,786169,16.115,260,46.283
4,2,19,786385,4.921,224,17.402
8,7,20,792024,5.657,293,18.97
8,7,19,792285,17.222,785,60.906
4,2,4,793921,0.0,489,32.397
8,7,5,794477,7.471,1652,209.123
2,1,11,795393,1.628,30,22.803
3,1,22,797281,2.055,76,21.651
3,1,7,798500,0.572,144,38.813
8,7,2,798773,0.948,608,3.55
4,2,7,799053,1.145,287,77.626
3,1,1,800236,0.0,796,304.647
3,1,6,800418,0.0,9,3.919
4,2,16,801178,16.115,260,46.283
8,7,5,802043,7.471,1652,209.123
8,7,3,804186,1.602,1590,914.741
3,1,22,804304,2.055,76,21.651
3,1,11,806078,1.628,30,22.803
8,7,13,806654,126.878,9404,337.005
3,1,14,806847,1.713,24,12.765
4,2,5,806980,2.135,472,59.75
8,7,11,807255,11.395,207,159.622
3,1,8,807794,0.314,356,15.374
19,356,3,807889,81.448,153445,41688.428
8,7,13,808132,126.878,9404,337.005
8,7,6,808227,0.0,64,27.436
4,2,19,808283,4.921,224,17.402
4,2,16,808391,16.115,260,46.283
3,1,1,808797,0.0,796,304.647
4,2,16,808824,16.115,260,46.283
4,2,18,809221,0.011,1915,467.515
4,2,1,809879,0.0,1593,609.294
13,31,9,809880,37.027,15721,1416.785
16,85,16,810003,682.043,16420,1962.735
15,59,12,810778,0.0,2195,251.523
8,7,19,810917,17.222,785,60.906
15,59,13,810997,1069.398,79260,2840.471
8,7,22,812207,14.383,530,151.556
13,31,12,812535,0.0,1153,132.156
3,1,11,814443,1.628,30,22.803
8,7,13,815681,126.878,9404,337.005
4,2,12,815774,0.0,74,8.526
5,3,9,815990,3.583,1521,137.108
8,7,5,817820,7.471,1652,209.123
3,1,13,819536,18.125,1343,48.144
3,1,19,819891,2.46,112,8.701
3,1,17,820310,0.034,169,0.347
8,7,17,821895,0.236,1186,2.432
8,7,5,822064,7.471,1652,209.123
8,7,17,822907,0.236,1186,2.432
8,7,19,823389,17.222,785,60.906
5,3,9,823487,3.583,1521,137.108
5,3,18,823556,0.017,2872,701.272
8,7,8,823586,2.201,2492,107.62
8,7,18,824202,0.039,6702,1636.302
8,7,5,826710,7.471,1652,209.123
8,7,4,829098,0.0,1712,113.389
8,7,13,829253,126.878,9404,337.005
17,125,8,829268,39.235,47000,654.282
4,2,4,829315,0.0,489,32.397
11,17,22,829334,34.93,1287,368.064
8,7,20,829547,5.657,293,18.97
8,7,6,829652,0.0,64,27.436
8,7,14,829984,11.989,170,89.356
8,7,2,830106,0.948,608,3.55
4,2,14,830260,3.425,48,25.53
17,125,11,831027,168.741,3568,2436.216
3,1,6,831207,0.0,9,3.919
8,7,19,831518,17.222,785,60.906
17,125,15,831554,546.786,8725,1476.308
17,125,7,831582,71.53,41440,9144.57
4,2,3,831601,0.458,454,261.355
8,7,17,832541,0.236,1186,2.432
8,7,16,832700,56.402,911,161.991
4,2,13,833138,36.251,2687,96.287
2,1,4,833460,0.0,245,16.198
8,7,16,833823,56.402,911,161.991
8,7,7,834381,4.006,1004,271.691
8,7,14,834524,11.989,170,89.356
8,7,15,834715,41.224,298,95.747
8,7,8,834756,2.201,2492,107.62
8,7,14,834854,11.989,170,89.356
8,7,8,835635,2.201,2492,107.62
3,1,1,835652,0.0,796,304.647
16,85,5,835751,81.726,25415,3573.429
3,1,18,836062,0.006,957,233.757
8,7,6,836529,0.0,64,27.436
8,7,20,836583,5.657,293,18.97
4,2,19,837823,4.921,224,17.402
8,7,10,838006,75.715,2106,308.554
8,7,19,838024,17.222,785,60.906
8,7,4,838546,0.0,1712,113.389
3,1,18,839003,0.006,957,233.757
15,59,7,839050,33.768,8473,2289.97
15,59,22,839292,121.228,4467,1277.399
15,59,12,839357,0.0,2195,251.523
19,356,12,839524,0.0,226604,12891.307
8,7,12,839634,0.0,260,29.842
8,7,11,840017,11.395,207,159.622
8,7,15,840199,41.224,298,95.747
15,59,12,841410,0.0,2195,251.523
8,7,13,842239,126.878,9404,337.005
8,7,20,842368,5.657,293,18.97
4,2,7,842379,1.145,287,77.626
17,125,7,842661,71.53,41440,9144.57
8,7,11,843176,11.395,207,159.622
3,1,21,843789,0.057,674,130.76
17,125,17,844221,4.202,80810,44.823
17,125,20,844562,149.0,15960,6717.5
4,2,18,844901,0.011,1915,467.515
5,3,13,846232,54.376,4030,144.431
8,7,13,847556,126.878,9404,337.005
8,7,2,848013,0.948,608,3.55
5,3,21,848798,0.172,2021,392.28
5,3,19,849148,7.381,337,26.103
8,7,2,850054,0.948,608,3.55
3,1,22,850306,2.055,76,21.651
8,7,8,850690,2.201,2492,107.62
4,2,9,851102,2.389,1014,91.405
5,3,6,851705,0.0,27,11.758
3,1,1,852076,0.0,796,304.647
4,2,11,854123,3.256,59,45.606
8,7,3,854691,1.602,1590,914.741
8,7,10,855093,75.715,2106,308.554
5,3,12,855463,0.0,112,12.789
8,7,11,855468,11.395,207,159.622
3,1,10,856164,10.816,301,44.079
8,7,20,856669,5.657,293,18.97
17,125,5,857591,110.561,44225,16470.72
17,125,5,857932,110.561,44225,16470.72
3,1,17,858013,0.034,169,0.347
3,1,4,858047,0.0,245,16.198
8,7,20,859104,5.657,293,18.97
8,7,5,859831,7.471,1652,209.123
3,1,19,859885,2.46,112,8.701
8,7,14,861070,11.989,170,89.356
3,1,12,863412,0.0,37,4.263
8,7,22,863490,14.383,530,151.556
8,7,12,863616,0.0,260,29.842
8,7,1,863741,0.0,5574,2132.529
4,2,4,863878,0.0,489,32.397
8,7,9,864662,8.361,3550,319.919
5,3,10,865069,32.449,903,132.237
3,1,16,866066,8.057,130,23.142
4,2,19,866250,4.921,224,17.402
13,31,20,866830,25.053,1298,84.011
4,2,5,866947,2.135,472,59.75
3,1,9,866970,1.194,507,45.703
4,2,14,867332,3.425,48,25.53
4,2,8,867441,0.629,712,30.749
8,7,1,868680,0.0,5574,2132.529
3,1,13,869290,18.125,1343,48.144
8,7,2,869902,0.948,608,3.55
13,31,16,869975,249.782,4035,717.388
16,85,13,870031,1540.651,122848,4092.187
8,7,22,870057,14.383,530,151.556
4,2,20,870802,1.616,84,5.42
3,1,12,872154,0.0,37,4.263
15,59,18,872447,0.331,56487,13791.687
8,7,4,873622,0.0,1712,113.389
4,2,15,874228,11.778,85,27.356
4,2,3,874376,0.458,454,261.355
8,7,3,874454,1.602,1590,914.741
3,1,17,874783,0.034,169,0.347
8,7,11,874896,11.395,207,159.622
8,7,19,875276,17.222,785,60.906
3,1,5,875679,1.067,236,29.875
8,7,19,875783,17.222,785,60.906
8,7,3,875983,1.602,1590,914.741
3,1,15,876255,5.889,43,13.678
8,7,2,876827,0.948,608,3.55
4,2,9,876984,2.389,1014,91.405
8,7,9,877503,8.361,3550,319.919
8,7,14,877764,11.989,170,89.356
4,2,10,878351,21.633,602,88.158
8,7,5,878840,7.471,1652,209.123
13,31,20,879032,25.053,1298,84.011
4,2,20,879804,1.616,84,5.42
5,3,22,880136,6.164,227,64.952
5,3,4,881105,0.0,734,48.595
13,31,19,881648,76.268,3478,269.727
5,3,17,881721,0.101,508,1.042
3,1,15,881953,5.889,43,13.678
19,356,16,882800,2833.03,91648,8219.644
3,1,17,882985,0.034,169,0.347
8,7,15,884472,41.224,298,95.747
8,7,14,885147,11.989,170,89.356
5,3,3,885275,0.687,681,392.032
8,7,7,885410,4.006,1004,271.691
4,2,22,885851,4.109,151,43.302
8,7,15,887808,41.224,298,95.747
2,1,2,888593,0.135,87,0.507
8,7,15,889134,41.224,298,95.747
3,1,17,889400,0.034,169,0.347
8,7,3,890645,1.602,1590,914.741
8,7,6,891467,0.0,64,27.436
5,3,14,891844,5.138,73,38.296
3,1,8,892111,0.314,356,15.374
5,3,16,892298,24.172,391,69.425
8,7,21,893312,0.402,4716,915.321
11,17,20,893432,13.739,712,46.071
3,1,18,893609,0.006,957,233.757
4,2,8,894514,0.629,712,30.749
8,7,13,894811,126.878,9404,337.005
3,1,17,895202,0.034,169,0.347
5,3,17,895461,0.101,508,1.042
8,7,4,897064,0.0,1712,113.389
8,7,1,897117,0.0,5574,2132.529
8,7,13,897302,126.878,9404,337.005
3,1,12,898152,0.0,37,4.263
8,7,18,898167,0.039,6702,1636.302
8,7,6,900583,0.0,64,27.436
4,2,10,901260,21.633,602,88.158
3,1,14,901505,1.713,24,12.765
16,85,17,901914,2.856,27792,56.264
8,7,19,902177,17.222,785,60.906
8,7,4,902351,0.0,1712,113.389
8,7,5,902753,7.471,1652,209.123
3,1,4,903395,0.0,245,16.198
5,3,4,903408,0.0,734,48.595
14,43,13,903860,779.392,57766,2070.174
5,3,1,904704,0.0,2389,913.941
3,1,16,905579,8.057,130,23.142
8,7,12,906179,0.0,260,29.842
9,10,8,906882,3.144,3559,153.743
11,17,18,907183,0.095,16276,3973.876
8,7,5,907511,7.471,1652,209.123
3,1,16,907915,8.057,130,23.142
13,31,13,909319,561.887,41645,1492.451
4,2,4,910177,0.0,489,32.397
8,7,1,910479,0.0,5574,2132.529
19,356,1,910500,0.003,321465,106453.553
5,3,2,910730,0.406,261,1.522
3,1,5,910762,1.067,236,29.875
13,31,2,911086,4.2,2692,15.723
15,59,17,911098,1.991,10000,20.498
8,7,2,911174,0.948,608,3.55
13,31,11,912164,50.464,918,706.899
3,1,11,912884,1.628,30,22.803
3,1,12,914776,0.0,37,4.263
8,7,15,916143,41.224,298,95.747
3,1,19,916517,2.46,112,8.701
8,7,3,916727,1.602,1590,914.741
2,1,21,917056,0.057,674,130.76
3,1,2,917530,0.135,87,0.507
4,2,15,917807,11.778,85,27.356
3,1,16,918082,8.057,130,23.142
3,1,22,918168,2.055,76,21.651
13,31,15,918501,182.565,1320,424.021
8,7,2,918852,0.948,608,3.55
3,1,8,921067,0.314,356,15.374
3,1,7,921819,0.572,144,38.813
8,7,2,921990,0.948,608,3.55
13,31,5,922803,33.085,7314,926.118
3,1,6,923892,0.0,9,3.919
4,2,15,923961,11.778,85,27.356
8,7,10,924101,75.715,2106,308.554
8,7,21,924136,0.402,4716,915.321
3,1,2,924829,0.135,87,0.507
3,1,17,924993,0.034,169,0.347
8,7,3,925413,1.602,1590,914.741
4,2,14,925548,3.425,48,25.53
3,1,16,925834,8.057,130,23.142
10,13,1,926921,0.001,10352,3960.41
4,2,12,926936,0.0,74,8.526
8,7,6,927213,0.0,64,27.436
3,1,19,928911,2.46,112,8.701
3,1,6,929187,0.0,9,3.919
3,1,19,929337,2.46,112,8.701
8,7,11,929791,11.395,207,159.622
3,1,4,929982,0.0,245,16.198
4,2,18,930116,0.011,1915,467.515
4,2,21,930634,0.115,1347,261.52
13,31,18,932054,0.174,29680,7246.48
3,1,14,932056,1.713,24,12.765
8,7,5,932130,7.471,1652,209.123
3,1,4,932740,0.0,245,16.198
8,7,11,933704,11.395,207,159.622
15,59,16,934096,475.391,7680,1365.351
15,59,18,934601,0.331,56487,13791.687
8,7,12,934629,0.0,260,29.842
8,7,7,935040,4.006,1004,271.691
8,7,3,935679,1.602,1590,914.741
3,1,15,936096,5.889,43,13.678
8,7,12,936153,0.0,260,29.842
8,7,18,937288,0.039,6702,1636.302
4,2,18,937314,0.011,1915,467.515
3,1,10,937699,10.816,301,44.079
4,2,3,938469,0.458,454,261.355
8,7,7,938948,4.006,1004,271.691
8,7,6,940213,0.0,64,27.436
8,7,15,941102,41.224,298,95.747
3,1,7,941117,0.572,144,38.813
14,43,21,941468,2.472,28970,5622.685
3,1,15,941990,5.889,43,13.678
4,2,9,942579,2.389,1014,91.405
3,1,6,943380,0.0,9,3.919
3,1,11,944516,1.628,30,22.803
3,1,13,945443,18.125,1343,48.144
3,1,22,946622,2.055,76,21.651
3,1,20,947031,0.808,42,2.71
19,356,1,948022,0.003,321465,106453.553
3,1,6,948451,0.0,9,3.919
3,1,15,948821,5.889,43,13.678
8,7,13,951140,126.878,9404,337.005
15,59,13,951247,1069.398,79260,2840.471
8,7,2,952616,0.948,608,3.55
5,3,20,952953,2.424,126,8.13
3,1,5,953210,1.067,236,29.875
3,1,22,956058,2.055,76,21.651
9,10,20,956103,8.082,419,27.1
8,7,18,956294,0.039,6702,1636.302
15,59,14,956411,101.051,1430,753.146
8,7,16,957369,56.402,911,161.991
8,7,13,957873,126.878,9404,337.005
3,1,15,958082,5.889,43,13.678
5,3,13,960047,54.376,4030,144.431
11,17,2,960049,2.303,1476,8.622
5,3,17,960542,0.101,508,1.042
16,85,20,961268,69.442,11890,2247.486
8,7,10,962366,75.715,2106,308.554
3,1,20,963546,0.808,42,2.71
3,1,6,964598,0.0,9,3.919
3,1,5,964976,1.067,236,29.875
3,1,1,965553,0.0,796,304.647
8,7,19,965580,17.222,785,60.906
8,7,18,965815,0.039,6702,1636.302
3,1,9,969445,1.194,507,45.703
3,1,20,971301,0.808,42,2.71
13,31,10,971334,335.308,9326,1366.452
13,31,14,971861,53.095,751,395.721
8,7,20,972136,5.657,293,18.97
8,7,17,972145,0.236,1186,2.432
5,3,4,972152,0.0,734,48.595
3,1,15,972234,5.889,43,13.678
8,7,15,972268,41.224,298,95.747
8,7,11,972670,11.395,207,159.622
8,7,5,972988,7.471,1652,209.123
8,7,16,973734,56.402,911,161.991
3,1,22,973876,2.055,76,21.651
8,7,17,974389,0.236,1186,2.432
3,1,4,975285,0.0,245,16.198
8,7,15,975307,41.224,298,95.747
11,17,8,975451,5.345,6051,261.363
8,7,8,975585,2.201,2492,107.62
8,7,18,975945,0.039,6702,1636.302
8,7,7,975986,4.006,1004,271.691
8,7,8,976030,2.201,2492,107.62
3,1,11,976308,1.628,30,22.803
17,125,6,976423,0.0,21128,489.997
8,7,11,976440,11.395,207,159.622
3,1,6,976793,0.0,9,3.919
8,7,3,976838,1.602,1590,914.741
8,7,22,976966,14.383,530,151.556
3,1,4,977467,0.0,245,16.198
3,1,7,977473,0.572,144,38.813
4,2,2,977536,0.271,174,1.014
8,7,10,978393,75.715,2106,308.554
16,85,18,978802,0.479,101256,19869.88
8,7,7,979103,4.006,1004,271.691
4,2,16,979206,16.115,260,46.283
8,7,11,980211,11.395,207,159.622
4,2,15,981286,11.778,85,27.356
5,3,3,981860,0.687,681,392.032
3,1,13,982016,18.125,1343,48.144
8,7,4,983526,0.0,1712,113.389
8,7,14,983592,11.989,170,89.356
8,7,7,984204,4.006,1004,271.691
17,125,20,984397,149.0,15960,6717.5
8,7,17,985227,0.236,1186,2.432
19,356,2,985261,48.341,35924,251.916
8,7,8,985963,2.201,2492,107.62
4,2,4,986430,0.0,489,32.397
8,7,13,986951,126.878,9404,337.005
8,7,4,988055,0.0,1712,113.389
3,1,10,988303,10.816,301,44.079
17,125,7,988439,71.53,41440,9144.57
3,1,12,989148,0.0,37,4.263
3,1,11,989255,1.628,30,22.803
3,1,9,989690,1.194,507,45.703
4,2,7,991712,1.145,287,77.626
3,1,14,992941,1.713,24,12.765
17,125,15,993551,546.786,8725,1476.308
8,7,3,994174,1.602,1590,914.741
15,59,7,994359,33.768,8473,2289.97
8,7,8,994402,2.201,2492,107.62
