query_id,query_duration,query_duration_with_queue,start_delay
11,445,446,2001288
14,582,582,2001318
12,515,515,2001609
6,483,484,2001704
4,1216,1217,2001562
22,1807,1808,2001443
3,2001,2001,2001337
19,2233,2233,2001654
22,1888,1888,2002137
10,2349,2349,2001759
19,1994,1995,2002242
17,2353,3106,2001861
15,3121,3122,2002038
4,1834,2491,2002682
22,2627,3344,2002533
8,3273,3692,2002361
17,2158,3252,2002931
4,1349,3096,2003221
12,602,2569,2003910
12,690,2675,2004068
8,2989,3970,2002906
17,1794,3507,2003459
23,0,0,2007466
14,711,2359,2005228
6,655,2334,2005287
15,3541,4615,2003034
14,568,2567,2005622
14,571,2473,2005747
19,1952,3691,2004578
19,2138,3945,2004673
6,546,2687,2006079
9,3665,5481,2003344
18,4634,5767,2003104
19,2177,4008,2004912
19,1501,3527,2005562
14,585,2923,2006279
14,749,3113,2006508
16,3960,5982,2004161
6,608,3335,2006894
11,1415,3757,2006484
10,2841,4939,2006171
2,1071,3956,2007356
16,4221,6450,2005960
11,1403,5133,2007381
19,2420,5338,2007313
10,2640,5828,2006955
8,4277,6657,2006541
2,808,5485,2007733
9,4128,6701,2006629
22,2024,5816,2007519
19,1228,5192,2008820
16,5314,7719,2006361
2,835,5217,2008948
22,1783,6489,2007808
17,1675,5902,2008422
20,5654,8123,2006619
2,660,4997,2009828
2,752,5570,2009262
17,1863,6221,2008977
2,1037,4706,2011156
22,1791,5425,2010663
2,976,4391,2011783
19,1908,5383,2010850
11,698,4549,2012011
17,1913,5795,2010860
12,597,4406,2012279
9,3470,7825,2008863
16,3494,7865,2008826
12,568,4040,2012761
11,632,4280,2012527
6,250,3816,2012995
6,455,1975,2015286
2,893,3305,2014274
14,517,1236,2016543
9,3061,6657,2011236
15,1219,3104,2014806
20,4028,8824,2009215
19,1530,3768,2014450
6,444,1623,2016599
19,1463,2254,2016019
22,2049,4496,2014208
15,1206,1208,2018030
11,880,880,2018424
15,1143,1144,2018597
15,1112,1112,2018650
18,1624,1624,2018354
11,509,509,2019698
20,3817,5764,2014853
15,944,944,2019887
16,3313,4312,2016579
10,1580,1580,2019853
14,761,761,2020713
22,1542,1542,2020178
15,1227,1227,2020933
20,4268,4746,2017415
12,869,869,2021499
3,1801,1917,2021317
20,3678,3679,2019574
10,2340,2340,2020955
22,1984,2151,2021553
8,2963,2963,2021247
6,436,437,2024091
3,1433,1435,2023170
18,4032,4032,2021094
1,3261,3836,2021585
14,635,636,2025414
19,2188,2188,2023953
22,2498,2499,2024025
3,2095,2142,2024481
14,609,1087,2025572
10,2701,2701,2024035
10,2616,2640,2024186
19,2225,2333,2024496
6,226,226,2026640
11,808,1363,2025586
17,1429,1430,2025547
15,3633,3634,2023548
17,825,826,2026834
10,1266,1700,2026089
12,227,228,2027893
17,810,810,2028357
4,654,654,2028579
22,1177,1177,2029057
20,2743,2744,2028025
6,317,318,2030536
9,1682,1683,2029480
15,767,767,2030509
16,4445,4446,2028139
17,1442,1444,2031171
20,3505,3505,2029172
17,1408,1408,2031293
16,3989,3989,2029140
8,2158,2158,2031116
18,2666,2667,2031065
6,787,1372,2032544
20,3105,3105,2030918
20,3074,3074,2031524
14,830,1446,2033301
23,0,1,2035030
10,2823,3455,2031981
15,2247,2424,2033097
12,1517,1781,2033759
17,2964,4005,2031544
10,2885,3083,2032503
3,1860,2472,2033120
23,0,0,2035757
14,645,904,2035327
2,838,1999,2034276
23,0,0,2036292
15,1767,2471,2033894
2,905,1094,2035402
18,5425,5859,2032243
1,3722,4236,2034233
6,566,1536,2037133
17,3288,4350,2034459
11,1117,2443,2037142
10,2673,2674,2036998
11,1089,1755,2038003
15,4449,5253,2034736
23,0,0,2040608
17,2237,2831,2038216
16,4946,5205,2036017
18,5673,6001,2035221
9,4913,4913,2036397
6,389,2625,2038811
18,5281,5509,2036004
6,409,2384,2039247
6,503,1671,2040464
11,1008,2753,2039565
6,516,1992,2040659
6,521,1743,2041096
8,3238,4511,2038400
19,1830,3726,2039327
8,3208,4683,2038514
6,376,1153,2042133
22,1779,2985,2040307
18,4174,5484,2038448
3,1231,1746,2042538
18,3225,4538,2040123
20,5244,6527,2038302
6,281,282,2044774
22,1074,1076,2044172
8,1734,1735,2044485
17,1551,1552,2044791
22,1313,1516,2044853
19,1139,1353,2045034
8,1855,1876,2044809
20,4054,4914,2041791
3,478,546,2046275
22,747,1800,2045167
20,3693,3695,2043285
16,3812,4029,2042980
20,4347,5180,2042006
11,868,869,2047318
2,1024,1025,2047603
14,741,743,2048012
23,0,1,2048934
11,1496,1498,2047778
2,1144,1147,2048334
8,2554,2555,2047022
14,658,700,2049233
22,2576,2577,2048030
6,456,874,2050190
17,2812,3062,2048378
9,4466,4468,2047145
12,661,1461,2050263
22,2419,2647,2049252
9,4513,4514,2047439
15,2343,2440,2049836
3,694,1338,2050969
9,3572,3942,2048385
12,280,282,2052107
16,5083,5084,2047595
3,422,423,2052596
23,0,1,2053221
11,342,343,2053185
16,3972,4207,2049342
20,3169,3714,2050895
23,0,1,2054621
17,1733,1734,2053290
19,1795,1797,2053385
17,2292,2293,2053572
10,2435,2436,2053439
3,1225,1227,2054864
12,498,499,2055626
1,2794,2795,2053445
8,2873,2874,2053458
17,677,679,2055704
20,3683,3685,2053271
6,301,301,2057114
15,794,795,2056672
23,0,0,2057728
14,394,394,2057671
18,1721,1721,2056424
1,1431,1431,2056895
14,672,672,2058421
16,3533,3533,2055962
15,1248,1249,2058293
14,569,569,2059014
17,1141,1141,2058456
4,415,416,2059519
3,502,502,2059660
15,1079,1079,2059218
2,355,355,2059947
15,1058,1058,2059245
17,478,479,2059930
15,842,843,2060333
1,1194,1194,2060416
23,0,0,2062559
8,1572,1573,2061138
16,4328,4329,2058414
14,590,591,2062438
1,2084,2084,2061396
8,2517,2519,2061517
22,2660,2660,2062379
15,3045,3046,2062852
8,3709,3710,2062207
10,2965,2965,2063723
20,4884,4885,2062114
16,4754,4754,2062418
23,0,0,2067792
1,4427,4429,2063588
9,4821,4821,2063224
19,2157,3599,2064474
1,4041,4328,2063748
23,0,1,2068685
2,1145,3438,2065724
11,1286,2956,2066406
1,3871,5296,2064472
8,4056,6265,2064479
15,3646,5618,2065200
18,5791,6995,2063835
6,780,3739,2067785
22,2379,5087,2066454
8,4546,6811,2064735
22,2189,5032,2066519
14,590,3918,2068196
6,627,2858,2069315
1,4290,6349,2065987
9,4934,6886,2066121
3,1722,3673,2069601
15,2445,5153,2068122
11,982,3716,2070540
11,1048,3653,2070670
23,0,0,2074553
22,2269,4255,2070350
19,1695,4249,2070453
9,3906,6914,2067811
20,5774,8712,2066831
11,1268,4190,2071780
14,548,3411,2072680
18,4585,6911,2069215
3,1574,4403,2071776
20,4427,6655,2069946
23,0,0,2076643
16,4685,7046,2069753
8,2727,5855,2071196
2,704,3406,2074098
11,969,3827,2074193
6,243,3669,2074595
8,2725,5920,2072776
16,4126,6350,2072500
16,4635,8210,2070680
12,1039,5112,2074623
3,1481,5145,2074600
20,3981,7139,2072934
18,4247,7166,2073260
18,4456,7514,2073069
18,4887,7599,2073889
23,0,0,2081573
9,4467,7485,2074486
6,612,5562,2077020
10,2929,7285,2075379
19,2611,6441,2076243
22,2357,6051,2076888
1,4102,7876,2075076
6,348,5827,2077184
17,2648,6261,2076813
1,4091,8358,2075477
17,2400,6943,2076945
22,1919,7373,2077128
22,1907,6818,2077773
2,764,5006,2079646
18,5771,9324,2075337
8,3634,8377,2078210
8,3520,7203,2079391
23,0,1,2087467
18,5443,10303,2078079
18,5383,9868,2078526
23,0,1,2088780
9,4212,8730,2080073
18,4321,8525,2080458
19,1081,8317,2081158
23,0,0,2089545
20,5004,9341,2080316
14,521,7361,2082817
18,3766,9805,2080555
20,5871,10377,2079995
20,6546,10796,2079585
16,3993,10055,2080524
8,2463,10054,2080792
15,1665,8650,2082490
23,0,1,2091304
1,2662,9189,2082456
3,1773,6655,2085478
11,1021,5324,2086837
4,1624,5656,2086547
20,3838,11260,2081382
14,604,5753,2086984
1,3452,7965,2085860
3,1329,6077,2087894
19,1953,6803,2087311
23,0,0,2094232
16,4501,11193,2083486
1,3368,8068,2086945
18,4939,9218,2086102
18,4774,9048,2086572
23,0,1,2095822
9,3747,8137,2087813
17,2655,8433,2088047
23,0,0,2097630
10,2536,8789,2089068
1,3743,9198,2088659
4,1982,8539,2089393
9,4138,9705,2088403
3,1657,8709,2089428
8,3555,9523,2089046
11,875,9207,2089524
20,6000,10820,2087917
14,670,8780,2090458
4,1720,9943,2089635
3,1740,9444,2090433
6,353,8484,2091447
20,5294,11659,2089254
17,1731,10216,2090753
23,0,0,2101100
1,3204,11086,2090050
3,1501,9907,2091471
20,6759,12734,2088704
1,3039,11192,2090579
16,3847,11791,2090164
17,2033,10314,2091649
11,902,9419,2092921
9,4048,12042,2090743
6,662,8750,2094698
17,3040,11788,2093023
10,2949,10923,2093981
10,2956,10769,2094151
8,4045,13149,2091810
1,3583,12089,2092872
14,456,10491,2094776
15,4437,13568,2091838
11,742,10379,2095321
6,401,9790,2096017
1,2551,11282,2094716
11,617,10054,2096264
22,1160,10462,2095965
17,1510,11450,2094979
17,1511,10712,2095760
6,214,8972,2097560
11,565,9339,2097224
3,757,10115,2096449
11,1105,9037,2098497
20,6766,15656,2092246
16,5592,13445,2094487
20,3276,13362,2094819
17,2076,8297,2100311
15,2713,10993,2098148
10,2582,8052,2101095
6,592,6366,2103372
8,3836,11210,2099099
12,1013,6582,2104169
19,2202,8122,2102688
12,706,6518,2104496
1,3676,10101,2101109
18,4793,10740,2100616
8,3514,8980,2102467
15,3677,10070,2101512
11,774,6244,2105340
9,3776,9287,2102670
8,3150,9532,2102759
3,1427,6849,2105593
4,1875,7527,2105928
19,1665,7003,2106619
4,1267,5736,2107972
20,4253,10275,2104729
10,1857,7193,2108372
16,4611,10137,2105685
16,4442,10028,2105860
4,1035,7402,2108637
18,2592,7737,2108311
9,2438,7712,2108348
16,4786,10375,2105767
16,4574,9942,2106216
11,1229,5885,2111232
20,5482,11060,2106712
17,3047,7551,2111535
1,3567,9226,2109906
1,3424,9231,2110015
19,1766,6363,2113176
12,1042,5659,2114515
8,3695,8145,2112667
9,4764,9075,2111750
16,5227,9712,2111562
18,5560,9909,2111794
18,5717,9708,2112167
6,632,5538,2116796
22,2676,7815,2115035
3,2105,7496,2115421
6,620,4462,2119075
10,2939,8137,2115626
8,4527,9241,2114532
9,5169,10885,2113370
23,0,1,2124288
23,0,0,2125909
10,3310,7100,2119060
18,6998,11703,2114833
16,4789,9590,2117074
3,2453,6259,2120450
14,565,6158,2120567
10,2993,6474,2120292
1,4790,9885,2117240
12,749,6353,2120932
12,858,5341,2122226
18,6659,12298,2115636
4,1573,4963,2123376
19,1763,6645,2121783
9,4931,9257,2119211
3,1497,5163,2123901
22,1864,5297,2123852
18,5704,9602,2119865
17,2521,6192,2123454
15,3059,7417,2122367
3,1646,5642,2124343
11,923,3824,2126248
23,0,0,2130088
6,399,3890,2126293
15,1723,4653,2126134
23,0,0,2130858
4,1618,4834,2126251
19,1753,5110,2126289
22,1798,5198,2126585
1,3419,6001,2125886
14,579,4089,2127889
16,4364,8182,2124116
10,2253,5669,2126657
6,485,3656,2128717
3,1336,4828,2127593
16,4021,7744,2124706
17,1742,5225,2127304
14,738,1951,2131236
15,1410,4719,2128474
15,1232,4013,2129197
6,538,1333,2132392
23,0,0,2133977
15,1824,4155,2129995
18,4050,7264,2126969
2,684,1422,2132987
10,2434,3304,2131659
12,739,739,2134273
9,3637,6572,2129362
16,3720,5986,2130106
3,1188,1595,2134556
1,2033,2034,2134524
20,4146,5599,2130968
4,766,767,2136030
11,596,596,2136510
8,1850,1850,2135456
20,4741,5435,2132499
4,578,578,2137367
18,1771,1771,2136274
1,1565,1594,2136529
20,4940,5219,2132931
19,543,544,2137847
20,4631,5193,2133588
22,821,822,2138313
2,338,339,2138911
1,1266,1266,2138053
22,715,715,2139135
17,461,461,2140333
20,2399,2399,2138722
9,1262,1262,2140230
20,2701,2702,2139277
8,691,691,2141343
20,2813,2813,2139657
15,941,941,2141558
6,271,271,2142232
10,1262,1262,2141277
11,520,520,2142153
22,1029,1029,2141886
15,742,742,2142417
12,297,297,2142964
11,423,423,2143064
15,697,698,2143347
14,288,288,2144094
18,1432,1432,2143326
23,0,0,2144807
16,3198,3198,2142619
1,1536,1536,2144375
8,1323,1323,2145088
18,1401,1402,2145386
11,365,365,2146444
17,418,420,2147042
16,3485,3486,2144338
4,395,395,2147442
9,1266,1266,2147148
20,4375,4375,2145069
15,891,891,2148574
6,256,257,2149346
8,1347,1348,2148274
8,1855,1855,2148716
19,1154,1154,2149646
22,1454,1455,2149887
8,1878,1878,2149613
6,382,383,2151395
20,3242,3242,2148630
12,747,1612,2150312
16,3289,3289,2148927
19,1455,1456,2151001
17,1663,2397,2150127
2,960,960,2152218
9,3333,3334,2149983
22,1791,2023,2151546
19,1266,1267,2152829
1,2636,2637,2151531
18,3355,3355,2150947
6,233,233,2154352
15,882,882,2154119
2,547,547,2154589
16,3899,3900,2152014
18,3547,3547,2152397
19,1844,1844,2154338
10,2099,2099,2154108
17,2167,2167,2154297
14,602,602,2156412
22,1924,1924,2155150
17,1910,2286,2155537
8,3153,3153,2155167
15,2376,2376,2156246
9,3516,3516,2155149
6,371,491,2158200
20,4589,4589,2155042
18,3757,4059,2155642
1,2090,2090,2157831
18,2631,2632,2157303
2,278,279,2159729
20,3780,3780,2157036
23,0,1,2161152
20,3719,3720,2157942
18,1610,1611,2160319
20,3104,3104,2158895
4,735,735,2161561
10,1556,1556,2160899
4,586,586,2162148
4,628,629,2162115
9,2052,2052,2161160
2,375,375,2163083
10,1256,1257,2162228
11,290,290,2164488
20,2426,2426,2163505
17,549,549,2165926
19,520,520,2165981
4,527,527,2166117
15,753,753,2166140
6,428,428,2167305
14,734,734,2167316
22,1419,1420,2166867
2,729,730,2167557
10,1580,1580,2166738
22,1422,1422,2166900
4,352,352,2168252
11,293,293,2168722
15,637,638,2168437
22,612,612,2169213
12,251,251,2169590
11,361,362,2169787
16,3254,3254,2167201
3,414,414,2170483
12,234,234,2171141
1,1121,1122,2170648
11,409,410,2171892
14,385,385,2172150
10,1222,1223,2171681
16,3177,3177,2169835
15,846,847,2172278
3,464,465,2173007
10,1032,1032,2173398
22,580,580,2174229
4,444,445,2174887
16,3639,3639,2172586
12,238,238,2176509
3,421,422,2176419
6,168,169,2177140
3,431,431,2177098
16,3071,3071,2174876
2,513,513,2177605
10,1034,1034,2177161
23,0,0,2178247
12,353,353,2177982
17,562,562,2177927
2,361,361,2178905
9,1412,1412,2177863
23,0,0,2179473
12,221,221,2179413
4,345,349,2179839
18,1146,1146,2179920
23,0,1,2181079
4,406,406,2180733
20,3337,3337,2177957
6,178,178,2181163
4,343,343,2181084
20,2850,2851,2178598
15,787,787,2181386
23,0,0,2182348
20,2647,2647,2180440
15,1167,1167,2182048
10,1758,1758,2181573
9,2149,2149,2181277
6,280,280,2183447
18,2155,2156,2181658
10,1782,1783,2182814
11,691,692,2184093
17,948,948,2183853
1,1683,1684,2183273
3,674,1384,2184289
8,1556,1557,2184256
9,2278,2279,2183681
22,1918,2624,2184563
23,0,0,2187191
14,758,759,2186637
12,863,863,2186641
22,2312,2314,2185767
19,1211,1712,2186894
4,1133,1494,2187143
18,3361,3361,2185367
1,2676,2676,2186299
12,679,1571,2187714
9,4134,4988,2184381
18,3648,3649,2185755
19,895,1756,2187776
12,639,1169,2188840
8,2844,3226,2186805
2,873,1694,2188464
20,4355,4355,2185938
22,1874,2716,2187886
10,2332,3199,2188108
6,569,569,2191003
18,3624,4248,2187456
22,2153,2421,2189740
15,2236,2363,2189905
10,2153,2154,2190275
18,3295,3296,2189454
8,1921,1922,2191160
10,1596,1596,2191572
17,404,404,2193267
20,4536,4578,2189490
2,269,269,2194204
6,193,193,2194611
12,513,513,2195573
11,687,687,2195495
11,804,804,2195520
9,2141,2142,2194581
17,902,902,2195871
18,2310,2311,2194787
8,2223,2223,2195094
20,2984,2984,2194409
6,624,624,2197200
14,818,818,2197111
19,1164,1165,2196875
14,545,546,2197963
10,2563,2564,2196017
23,0,0,2198947
6,340,341,2198674
17,1470,1471,2197609
18,3036,3095,2196027
15,1626,1627,2197789
18,2553,2554,2197065
23,0,0,2199781
9,1690,1690,2198405
17,991,991,2199385
2,848,849,2200000
8,2131,2131,2199266
16,4575,4576,2196958
3,1255,1255,2200594
19,1270,1906,2201213
16,3406,3408,2199738
6,277,1761,2201661
18,3600,3600,2199825
8,2591,2826,2200613
18,3692,3693,2199749
8,3337,3337,2200110
14,346,1904,2201561
8,2135,2605,2201065
19,573,573,2203662
2,629,629,2203982
10,1237,1720,2202939
20,4538,4538,2200443
15,1006,1006,2204603
11,703,703,2204917
17,758,758,2204865
8,1557,1557,2204081
8,1476,1476,2204209
16,4486,4905,2200978
15,938,938,2205002
14,297,298,2205871
19,522,522,2206017
4,341,341,2206390
12,219,220,2207420
4,343,344,2207636
20,2687,2688,2205339
17,587,587,2207959
12,480,480,2208136
4,563,563,2208176
20,2647,2647,2206495
18,1179,1179,2208105
16,3743,3743,2205571
4,345,345,2209269
14,273,274,2209699
23,0,0,2210208
20,3076,3077,2207815
23,0,0,2210950
3,1156,1157,2209997
23,0,0,2211428
17,1374,1375,2210730
1,2221,2221,2209918
19,1347,1347,2211290
4,1314,1315,2211380
18,3057,3057,2209755
